course_name,question_desc,option_a,option_b,option_c,option_d,correct_option,difficulty_level,chapter_name,subject_name,
CA CPT QT,The number of different words that can be formed with 12 consonants and 5 vowels by taking 4 consonants and 3 vowels in each word is,<SUP><SMALL>12</SMALL></SUP>C<SUB><SMALL>4</SMALL></SUB> x <SUP><SMALL>5</SMALL></SUP>C<SUB><SMALL>3</SMALL></SUB>,<SUP><SMALL>17</SMALL></SUP>C<SUB><SMALL>7</SMALL></SUB>,4950 x 7!,none of these,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,Eight guests have to be seated 4 on each side of a long rectangular table 2 particular guests desire to sit on one side of the table and 3 on the other side.The number of ways in which the sitting arrangements can be made is,1732,1728,1730,1278,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"A question paper contains 6 questions,each having an alternative.The number of ways an examine can answer one or more questions is",720,728,729,none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The number of words that can be made by rearranging the letters of the word APURNA so that vowels and consonants appear alternate is,18,35,36,none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,A candidate is required to answer 6 out of 12 questions which are divided into two groups containing 6 questions in each group.He is not permitted to attempt not more than four from any group.The number of choices are,750,850,800,none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,The number of ways in which 8 different beads be strung on a necklace is,2500,2520,2250,none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"The number of ways a person can contribute to a fund out of 1 ten-rupee note,1 five-rupee note,1 two-rupee and 1 one rupee note is",15,25,10,none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"The number of ways in which 9 things can be divided into twice groups containing 2,3,and 4 things respectively is",1250,1260,1200,none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,<SUP><SMALL>(n-1)</SMALL></SUP>P<SUB><SMALL>r</SMALL></SUB> + r.<SUP><SMALL>(n-1) </SMALL></SUP>P<SUB><SMALL>(r-1)</SMALL></SUB> is equal to,<SUP><SMALL>n</SMALL></SUP>C<SUB><SMALL>r</SMALL></SUB>,"<IMG src=""C:\Program Files\24x7vidya\24x7 Vidya Teacher\AppImages\Pre D-1_image006_0000.png""> <BR>",<SUP><SMALL>n</SMALL></SUP>P<SUB><SMALL>r</SMALL></SUB>,none of these,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,{2<SUP>n</SUP>&nbsp;} can be written as,2<SUP><SMALL>n </SMALL></SUP>{ 1.3.5_.(2n-1) } {n},2<SMALL><SUP>n </SUP>{</SMALL>n},{1.3.5__(2n-1)},none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"The number of even numbers greater than 300 can be formed with the digits 1,2,3,4,5 without repetion is",110,112,111,none of these,3,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,"5 letters are written and there are five letter-boxes.The number of ways the letters can be dropped into the boxes,are in each",119,120,121,none of these,2,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,<SUP><SMALL>n</SMALL></SUP>C<SUB><SMALL>1</SMALL></SUB> + <SUP><SMALL>n</SMALL></SUP>C<SUB><SMALL>2</SMALL></SUB> + <SUP><SMALL>n</SMALL></SUP>C<SUB><SMALL>3</SMALL></SUB> + <SUP><SMALL>n</SMALL></SUP>C<SUB><SMALL>4</SMALL></SUB> + _..+ equals,2<SUP><SMALL>n </SMALL></SUP> 1,2<SUP><SMALL>n </SMALL></SUP>,2<SUP><SMALL>n </SMALL></SUP>+ 1,none of these,1,2,Basic Concepts of Permutation & Combination,Quatitative Aptitude,
CA CPT QT,Two numbers are in the ratio 2 : 3 and the difference of their squares is 320. The numbers are:,12/18/2016,"16, 24","14, 21",None,2,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"If p : q is the sub-duplicate ratio of p  x<SUP>2</SUP> : q  x<SUP>2</SUP>, then x<SUP>2</SUP> is:","<IMG alt="""" src=""D:\24x7 Vidya Online Project\24x7 Vidya Online Project Products\24x7 Vidya Teacher\AppImages\Ratio-7_clip_image002.png"">","<IMG alt="""" src=""D:\24x7 Vidya Online Project\24x7 Vidya Online Project Products\24x7 Vidya Teacher\AppImages\Ratio-8_clip_image002.png"">","<IMG alt="""" src=""D:\24x7 Vidya Online Project\24x7 Vidya Online Project Products\24x7 Vidya Teacher\AppImages\Ratio-9_clip_image002.png"">",None,4,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,An alloy is to contain copper and zinc in the ratio 9 : 4. The zinc required to melt with 24kg of copper is:,10(2/3) kg,"<IMG alt="""" src=""C:\Documents and Settings\harshals\Desktop\Debug\AppImages\Ratio-17_clip_image002.png"">","<IMG alt="""" src=""C:\Documents and Settings\harshals\Desktop\Debug\AppImages\Ratio-18_clip_image002.png"">",9kg,1,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"<IMG alt="""" src=""D:\24x7 Vidya Online Project\24x7 Vidya Online Project Products\24x7 Vidya Teacher\AppImages\Ratio-22_clip_image002.png"">",0,1,log 2,log 3,3,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"Two numbers are in the ratio 7 : 8. If 3 is added to each of them, their ratio becomes 8 : 9. The numbers are:","14, 16","24, 27","21, 24","16, 18",3,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"Rs. 407 are to be divided among A, B and C so that their shares are in the ratio <BR><IMG alt="""" src=""C:\Documents and Settings\harshals\Desktop\Debug\AppImages\Ratio-91_clip_image002.png""></P> <P>The respective shares of A, B, C are:</P>","Rs. 165, Rs. 132, Rs. 110","Rs. 165, Rs. 110, Rs. 132","Rs. 132, Rs. 110, Rs. 165","Rs. 110, Rs. 132, Rs. 165",1,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"The incomes of A and B are in the ratio 3 : 2 and their expenditures in the ratio 5:3. If each saves Rs. 1,500. then B's income is:","Rs. 6,000","Rs. 4,500","Rs. 3,500","Rs. 7,500",1,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,If 4<SUP><SMALL><SUP><SMALL>x</SMALL></SUP></SMALL></SUP> = 5<SUP><SMALL><SUP><SMALL>y</SMALL></SUP></SMALL></SUP> = 20<SUP><SMALL><SUP><SMALL>z</SMALL></SUP></SMALL></SUP> then z is equal to:,xy,"<IMG alt="""" src=""D:\24x7 Vidya Online Project\24x7 Vidya Online Project Products\24x7 Vidya Teacher\AppImages\Ratio-97_clip_image002.png""><BR>",1/XY,"<IMG alt="""" src=""D:\24x7 Vidya Online Project\24x7 Vidya Online Project Products\24x7 Vidya Teacher\AppImages\Ratio-98_clip_image002.png""><BR>",4,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,<p class=</img>MsoListParagraph</img> <style=</img>margin-bottom:.0001pt;text-align:justify;line-height:12.0pt;</img> <span style=</img>position:relative; top:14.0pt; </img><img>Ratio-101_clip_image002.png</img> is equal to: </span></p>,1,<img>Ratio-103_clip_image002.png</img>,<img>Ratio-104_clip_image002.png</img>,<img>Ratio-105_clip_image002.png</img>,1,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,The value <span style=</img>position:relative; top:15.0pt; </img><img>Ratio-112_clip_image002.png</img></span> is:,3 log<sub>10</sub>2,7 log <sub>10</sub>3,3 log<sub>e</sub>Z,None,1,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"In 40 litres mixture of glycerine and water, the ratio of glycerine and water is 3:1. The quantity of water added in the mixture in order to make this ratio 2:1 is:",15 litres,10 litres,8 litres,5 litres,4,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,The third proportional between (a<SUP><SMALL><SUP><SMALL>2</SMALL></SUP> </SMALL></SUP> b<SUP><SMALL><SUP><SMALL>2</SMALL></SUP></SMALL></SUP>) and (a+b)<SUP><SMALL><SUP><SMALL>2</SMALL></SUP></SMALL></SUP> is:,(a+b)÷(a-b),(a-b)÷(a+b),(a-b)<SUP>2</SUP>÷(a+b),(a+b)<SUP>3</SUP>÷(a-b),4,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"If <IMG alt="""" src=""D:\24x7 Vidya Online Project\24x7 Vidya Online Project Products\24x7 Vidya Teacher\AppImages\Ratio-1_image012.png"">, then the value of x<SUP>x</SUP> is:",2,1,64,27,4,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"If x = <img>Ratio-1_image037.png</img> , then values of n is:",<img>Ratio-1_image030.png</img><br>,<img>Ratio-1_image032.png</img>,<img>Ratio-1_image034.png</img><br>,<img>Ratio-1_image034_0000.png</img>,1,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,log 144 is equal to:,2 log 4 + 2 log 2,4 log 2 + 2 log 3,3 log 2 + 4 log 3,3 log 2  4 log 3,2,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"In what ratio should tea worth Rs. 10 per kg be mixed with tea worth Rs. 14 per kg, so that the average price of the mixture may be Rs. 11 per kg?",2:01,3:01,3:02,4:03,2,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"The ages of two persons are in the ratio 5:7. Eighteen years ago their ages were in the ratio of 8:13, their present ages (in years) are:","50, 70","70, 50","40, 56",None,1,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"A box contains Rs. 56 in the form of coins of one rupee, 50 paise and 25 paise. The number of 50 paise coin is double the number of 25 paise coins and four times the numbers of one rupee coins. The numbers of 50 paise coins in the box is:",64,32,16,14,1,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"<SPAN style=""FONT-FAMILY: 'Calibri','sans-serif'; FONT-SIZE: 11pt"">Value of <IMG alt="""" src=""D:\24x7 Vidya Online Project\24x7 Vidya Online Project Products\24x7 Vidya Teacher\AppImages\Ratio-35_clip_image002.png""> is: </SPAN>","<IMG alt="""" src=""D:\24x7 Vidya Online Project\24x7 Vidya Online Project Products\24x7 Vidya Teacher\AppImages\Ratio-36_clip_image002.png"">","<IMG alt="""" src=""D:\24x7 Vidya Online Project\24x7 Vidya Online Project Products\24x7 Vidya Teacher\AppImages\Ratio-37_clip_image002.png"">","<IMG alt="""" src=""D:\24x7 Vidya Online Project\24x7 Vidya Online Project Products\24x7 Vidya Teacher\AppImages\Ratio-38_clip_image002.png"">",a<SUP>2</SUP> - 1/a<SUP>2</SUP>,2,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"The value of the expression:&nbsp; <P style=""MARGIN: 0in 0in 10pt"" class=MsoNormal><SPAN style=""FONT-SIZE: small""><SPAN style=""FONT-FAMILY: Calibri""><SUB><SPAN style=""FONT-SIZE: medium"">a</SPAN></SUB> <SPAN style=""FONT-SIZE: x-small"">log<SUB>a</SUB><SUP>b</SUP>.log<SUB>b</SUB><SUP>c</SUP>.log<SUB>c</SUB><SUP>d</SUP>.log<SUB>d</SUB><SUP>t</SUP></SPAN></SPAN></SPAN></P>",t,abcdt,(a + b + c + d + t),None.,1,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"If&nbsp; <SPAN style=""FONT-SIZE: small""><SPAN style=""FONT-FAMILY: Calibri"">log<SUB>10000<SPAN style=""mso-spacerun: yes"">&nbsp; </SPAN></SUB>x = -1/4</SPAN></SPAN>, then x is given by:",1/100,1/10/2016,1/20/2016,None of these.,2,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"Eight people are planning to share equally the cost of a rental car. If one person withdraws from the arrangement and the others share equally entire cost of the car, then the share of each of the remaining persons increased by:",1/9/2016,1/8/2016,1/7/2016,7/8/2016,3,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"A bag contains Rs. 187 in the form of 1 rupee, 50 paise and 10 paise coins in the ratio 3:4:5. Find the number of each type of coins:","102, 136, 170","136, 102, 170","170, 102, 136",None,1,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"<SPAN style=""FONT-FAMILY: 'Calibri','sans-serif'"">Simplification of <SUP><SPAN style=""POSITION: relative; TOP: 12pt""><IMG alt="""" src=""D:\24x7 Vidya Online Project\24x7 Vidya Online Project Products\24x7 Vidya Teacher\AppImages\Ratio-63_clip_image002.png""></SPAN></SUP> is:</SPAN>",X<SUP>m</SUP>,x<SUP>-m</SUP>,x<SUP>n</SUP>,x<SUP>-n</SUP>,2,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"If log (2a  3b) = log a  log b, then a = :","<IMG alt="""" src=""D:\24x7 Vidya Online Project\24x7 Vidya Online Project Products\24x7 Vidya Teacher\AppImages\Ratio-65_clip_image002.png"">","<IMG alt="""" src=""D:\24x7 Vidya Online Project\24x7 Vidya Online Project Products\24x7 Vidya Teacher\AppImages\Ratio-66_clip_image002.png"">","<IMG alt="""" src=""D:\24x7 Vidya Online Project\24x7 Vidya Online Project Products\24x7 Vidya Teacher\AppImages\Ratio-67_clip_image002.png"">","<IMG alt="""" src=""D:\24x7 Vidya Online Project\24x7 Vidya Online Project Products\24x7 Vidya Teacher\AppImages\Ratio-68_clip_image002.png"">",1,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"<span style=</img>font-family:'Calibri','sans-serif'; font-size:11.0pt; </img>On simplification <sup><span style=</img>position:relative; top:12.0pt; </img><img>Ratio-72_clip_image002.png</img></span></sup>reduces to:</span>",<img>Ratio-73_clip_image002.png</img>,<img>Ratio-74_clip_image002.png</img>,1,0,3,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"Ratio of earnings of A and B is 4:7. If the earnings of A increase by 50% and those of B decrease by 25%, the new ratio of their earning becomes 8:7. What is A's earning?","Rs. 21,000","Rs. 26,000","Rs. 28,000",Data inadequate,4,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"P, Q and R are three cities. The ratio of average temperature between P and Q is 11 : 12 and that between P and R is 9 : 8. The ratio between the average temperature of Q and R is:",22:27,27:22:00,32:33:00,None.,2,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"P, Q and R are three cities. The ratio of average temperature between P and Q is 11 : 12 and that between P and R is 9 : 8. The ratio between the average temperature of Q and R is:",22:27,27:22:00,32:33:00,None.,2,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,Number of digits in the numeral for 2<SUP><SMALL><SUP><SMALL>64</SMALL></SUP></SMALL></SUP>. [Given log 2 = 0.030103]:,18 digits,19 digits,20 digits,21 digits,3,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
CA CPT QT,"If x = y<SUP><SMALL><SUP><SMALL>a</SMALL></SUP></SMALL></SUP> , y = z<SUP><SMALL><SUP><SMALL>b</SMALL></SUP></SMALL></SUP> and z = x<SUP><SMALL><SUP><SMALL>c</SMALL></SUP></SMALL></SUP> then abc is:",2,1,3,4,2,2,"Ratio, Proportion and Indices",Quatitative Aptitude,
