course_name,question_desc,option_a,option_b,option_c,option_d,correct_option,difficulty_level,chapter_name,subject_name
CA CPT LAW,"A man, by the name of Sohan, called at a Jeweller shop and chose a costly ring. He tendered in payment a cheque, which he signed in the name of Garish, a person of credit. He took the ring and pledged it to Bola Nath, who had no notice of fraud. Can the Jeweller recover the ring from Bola Nath?",Yes the jeweller can recover from Bola Nath,The jeweller can recover either from Sohan or Bola Nath,"No, the jeweler can not recovers from Bola Nath",Can't say,3,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,A mortgage was executed in favour of minor. Can the minor get a Decree for the enforcement of the mortgage?,Yes,No,Can't say,Mortgage is invalid,1,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,"Where an agreement consists of two parts one legal and other illegal, and the legal part is separable from the illegal one, such legal part is :",Void,Valid,Voidable,Illegal,2,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,An agreement entered into with free consent & lawful but inadequate consideration is :,Void,Voidable,Illegal,Valid,4,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,An illiterate old woman made a gift deed for practically her entire property to her nephew who managed her affairs. The gift can be set aside on the grounds of :,Mistake,Coercion,Fraud,Undue Influence,4,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,A sum of money was agreed to be paid to the father in consideration of his giving his daughter in marriage. The agreement is void on ground's of being:,Restraint of marriage,Marriage brokerage contract,Restraint of personal liberty,Restraint of legal proceedings,2,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,As a general rule minor's agreements are :,Void ab initio,Voidable,Valid,Unlawful,1,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,Match list I with list II and select the correct answer from the code given below the lists : LIST I LIST II A. Contract opposed to public policy 1. Contracts of insurance B. Agreement where object is uncertain 2. Agreements hostile to friendly states C. Intention to create legal obligation 3. Void and Unenforceable D. Contracts of ulmost good faith 4. Essential element for valid contract. A B C D,1 2 3 2,4 2 1 3,2 1 3 4,2 3 4 1,4,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,N threatens L's wife that their son M would be abducted if L did not lease but their land to him (N). This is a case of :,Undue influence,Coercion,Fraud,Misrepresentation,2,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,"A fraudulently informs B that his house is free from encumbrances. B thereupon, buys the house. The house is subject to a mortgage. What are the rights of B?",The contract is voidable at the option of B,He may avoid the contract and get back the money,Both (a) and (b),Either (a) or (b),3,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,"The leading case, on the point that minor's agreement is void ab initio, is :",Carlill v. Carbolic Smoke Ball Co.,Mohoribibi v. Dharmadas Ghose,Nash v. Inman,None of these,2,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,Which of the following agreements are expressly declared void by the Indian Contract Act ?,Agreement made without consideration,Agreement by a minor or a person of unsound mind,Agreement in restraint of marriage,Agreement of which the consideration and object are unlawful,3,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,Which contracts are not Wagering Contracts?,Bull & Bear Activities,Lottery,Speculative Activities,All of these,3,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,Which of the following statement is false?,A contract is not voidable if fraud or misrepresentation does not induce the other party to enter into a contract,A party cannot complain of fraudulent silence or misrepresentation if he had the means of discovering the truth with ordinary means,"In case of fraud or misrepresentation, aggrieved party can either rescind or affirm the contract","A party who affirms the contract, can also charge his option afterwards if he so decides",4,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,An agreement in restraint of legal proceedings is void. It does not cover an agreement which :,Cuts short the period of limitation,Restricts absolutely the parties from enforcing their legal rights,Discharges a party from liability or extinguishes the rights of a party,Provides for a reference to arbitration instead of court of law,4,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,A minor can do which of the following things?,Plead minority,Can act as an agent,Enter contract of apprenticeship,All of the above,4,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,"A contract made by mistake about the Indian Law, is :",Valid,Void,Voidable,Illegal,1,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,The Contract of 'Uberrimae Fidei' means a contract :,Of Good Faith,Of Goodwill,Guaranteed by a surety,Of Utmost Good Faith,4,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,Which of the following statement is not correct? (i) A threat to commit suicide does not amount to coercion (ii) Undue influence involves use of physical pressure (iii) Ignorance of law is no excuse (iv) Silence always amounts to fraud,(i) and (ii),"(i), (ii) and (iii)","(i), (ii) and (iv)","(ii), (iii) and (iv)",3,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,"Can a person who is usually of unsound mind, but occasionally of sound mind, but occasionally of sound mind, make a contract?","Yes, but only when he is of sound mind","Yes, he can always make a contract","No, he cannot make a contract",Can't be determined,1,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,Where the pre  assumption of 'Undue Influence' does not exits :,Husband & Wife,Father & Son,Teacher & Student,Doctor & Patient,1,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,A minor's estate is liable for the ____ supplied to him :,Luxuries,Necessities,Necessaries,All the things,3,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,"In which of the following agreement, restraint of trade is valid?",Agreement with buyer of goodwill,"Trade combinations, to the extent they do not create monopoly or opposed to public policy","Agreements under the Partnership Act, 1932",All of the above,4,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,S instructs T to enter on his behalf into a wagering transaction. T loses in the transaction and pays from his pocket. He thereafter sues S for reimbursement. Can S raise plea of wager?,"Yes, S can raise the plea of wager","No, as the agent's transaction, which is collateral to the main transaction, which is void is not affected","Yes, S can raise the plea of wager but only in the states of Maharashtra & Gujarat",Option (b) is correct whereas (c) is an exception,4,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,"In a contract both the parties believe that the subject matter of the contract is an existence but which is infact not in existence, Agreement shall be :",Valid,Void,Void due to bilateral mistake,Void due to unilateral mistake,3,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,The person providing necessaries to minor is entitled to be reimbursed from miner's property. This is because of which type of contract.,Contingent contract,Quasi contract,Voidable contract,None of these,2,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,A contract with resident of an enemy country is :,Illegal,Void,Valid,Voidable,2,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,All agreements in restraint of trade are void does not apply to:,The admission of a new partner,Sale of goodwill,Both (a) and (b),None of these,2,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,Silence does not amount to fraud unless silence is :,Reasonable,Unreasonable,Equivalent to speech,Break,3,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,What is meaning of the term 'Consensus  ad  idem?,Two persons agreement,Two persons disagreement,Two persons agreeing upon the same thing in the same sense,None of these,3,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,Contract with a person of unsound mind is :,Valid,Void,Voidable,None of these,2,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,"When the consent is obtained by coercion, the contract ic",Valid,Void,Voidable,None of these,3,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,A tells B that he will file a case against him for theft. B tells to A that he will give the half of the market price of the theft. This offer is:,Void,Voidable,Valid,None of these,1,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,"If the illegal part of a contract is inseparable from legal part of contract, the contract becomes :",Void,Voidable,Valid,Unenforceable,1,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,If mistake is unilateral then the contract is :,Void,Voidable,Valid,Illegal,3,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,Undue influence involves ____ pressure.,Physical,Financial,Moral,Both (a) & (b),3,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,Mistake as to a law not in force in India makes the contract _____,Void,Valid,Voidable,Illegal,1,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,Which of the following is not expressly declared void?,Wagering agreement,Agreement to pay time barred debt,Agreement the meaning of which is certain,Consideration unlawful in part,2,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,When parties enters into a contract under a mutual mistake of fact the contract is _____,Valid,Voidable,Void,None of these,3,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,"When one party is in a position to dominate the will of another and uses his superior position to obtain the consent of weaker party, the contract is said to be obtained by",Fraud,Undue influence,Coercion,Misrepresentation,1,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,In Coercion ____ pressure is applied,Physical,Mental,Both (a) & (b),None of these,1,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,Marriage brokerage contracts are:,Void,Valid,Legal,Illegal,1,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,"When parties do not intend to perform the contract they made, then it amounts to :",Fraud,Misrepresentation,Mistake,None of these,1,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,A contract caused by coercion is,Void,Voidable,Valid,Illegal,1,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,"A, B and C are partners in a firm. When C retires, A and B restrict C not to do the same business for 3 years, The Contract is :",Valid,Voidable,Void,None,1,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,"According to Indian Contract Act, 1872 every person is competent to contract provided he:",is of the age of majority,is of sound mind,is not disqualified from contracting by any law,All the above,4,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,X is a patient in a lunatic asylum. At intervals of time he is of sound mind. He can enter into contract:,An any time,During intervals when he is of sound mind,During the course of his unsoundness of mind,When he is discharged but of unsound mind,1,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
CA CPT LAW,"Smith in order to enter into a contract with Johnson, obtains his (Johnson's) consent by way of fraud. The contract is :",Valid,Voidable,Void,Illegal,2,2,ICA 1872- FREE CONSENT AND FACTORS VITIATING FREE CONSENT,Mercentile Law
